task_id,sc_id,time_first_known,sc_start_time,container_start_time,finish_time,distance_to_container,time_to_container,travel_time,idle_time,origin_location,destination_location,sc_total_distance,container_distance
CO_TFTU000033,SC001,2024-08-21 07:06:00,2024-08-21 07:04:44,2024-08-21 07:06:00,2024-08-21 07:07:39,417317,75.12457245724572,174.7045904590459,0,RAIL001.81,WS003.01,970484,553167
CO_TFTU000039,SC001,2024-08-21 07:07:00,2024-08-21 07:06:28,2024-08-21 07:07:00,2024-08-21 07:08:27,177317,31.92025202520252,119.55895589558956,0,RAIL001.01,WS003.01,664150,486833
CO_TFTU000085,SC001,2024-08-21 07:15:00,2024-08-21 07:13:53,2024-08-21 07:15:00,2024-08-21 07:16:30,369317,66.48370837083708,157.42286228622862,0,RAIL001.65,WS003.01,874484,505167
CO_TFTU000094,SC001,2024-08-21 07:16:00,2024-08-21 07:15:28,2024-08-21 07:16:00,2024-08-21 07:17:27,177317,31.92025202520252,119.55895589558956,0,RAIL001.01,WS003.01,664150,486833
CO_TFTU000131,SC001,2024-08-21 07:23:00,2024-08-21 07:22:17,2024-08-21 07:23:00,2024-08-21 07:24:17,234317,42.18127812781278,119.55895589558956,0,RAIL001.20,WS003.01,664150,429833
CO_TFTU000179,SC001,2024-08-21 07:36:00,2024-08-21 07:35:05,2024-08-21 07:36:00,2024-08-21 07:37:19,303317,54.6025202520252,133.66048604860487,0,RAIL001.43,WS003.01,742484,439167
CO_TFTU000207,SC001,2024-08-21 07:44:00,2024-08-21 07:43:28,2024-08-21 07:44:00,2024-08-21 07:45:27,177317,31.92025202520252,119.55895589558956,0,RAIL001.01,WS003.01,664150,486833
CO_TFTU000286,SC001,2024-08-21 08:08:00,2024-08-21 08:06:38,2024-08-21 08:08:00,2024-08-21 08:09:46,453317,81.6052205220522,187.66588658865888,0,RAIL001.93,WS003.01,1042484,589167
CO_TFTU000115,SC001,2024-08-21 07:19:00,2024-08-21 07:18:20,2024-08-21 07:19:00,2024-08-21 07:20:29,219317,39.48100810081008,128.55985598559855,0,RAIL001.15,WS004.01,714150,494833
CO_TFTU000029,SC001,2024-08-21 07:05:00,2024-08-21 07:03:47,2024-08-21 07:05:00,2024-08-21 07:06:18,402317,72.42430243024303,151.3022502250225,0,RAIL001.76,WS007.01,840484,438167
CO_TFTU000157,SC001,2024-08-21 07:28:00,2024-08-21 07:26:34,2024-08-21 07:28:00,2024-08-21 07:29:14,477317,85.92565256525653,160.3031503150315,0,RAIL001.101,WS009.01,890484,413167
CO_TFTU000229,SC001,2024-08-21 07:49:00,2024-08-21 07:48:01,2024-08-21 07:49:00,2024-08-21 07:50:46,324317,58.38289828982898,164.56345634563456,0,RAIL001.50,WS010.01,914150,589833
CO_TFTU000109,SC001,2024-08-21 07:18:00,2024-08-21 07:17:27,2024-08-21 07:18:00,2024-08-21 07:20:21,180317,32.46030603060306,173.56435643564356,0,RAIL001.02,WS011.01,964150,783833
CO_TFTU000209,SC001,2024-08-21 07:44:00,2024-08-21 07:42:38,2024-08-21 07:44:00,2024-08-21 07:45:41,450317,81.06516651665167,182.56525652565256,0,RAIL001.92,WS012.01,1014150,563833
CO_TFTU000227,SC001,2024-08-21 07:48:00,2024-08-21 07:46:55,2024-08-21 07:48:00,2024-08-21 07:50:06,360317,64.86354635463546,191.56615661566155,0,RAIL001.62,WS013.01,1064150,703833
CO_TFTU000110,SC001,2024-08-21 07:18:00,2024-08-21 07:16:31,2024-08-21 07:18:00,2024-08-21 07:19:51,492317,88.62592259225923,200.56705670567058,0,RAIL001.109,WS014.01,1114150,621833
CO_TFTU000208,SC001,2024-08-21 07:44:00,2024-08-21 07:43:07,2024-08-21 07:44:00,2024-08-21 07:46:27,294317,52.98235823582358,200.56705670567058,0,RAIL001.40,WS014.01,1114150,819833
CO_TFTU000079,SC001,2024-08-21 07:14:00,2024-08-21 07:13:17,2024-08-21 07:14:00,2024-08-21 07:16:46,237317,42.72133213321332,209.56795679567958,0,RAIL001.21,WS015.01,1164150,926833
CO_TFTU000145,SC001,2024-08-21 07:25:00,2024-08-21 07:23:47,2024-08-21 07:25:00,2024-08-21 07:27:17,402317,72.42430243024303,209.56795679567958,0,RAIL001.76,WS015.01,1164150,761833
CO_TFTU000062,SC004,2024-08-21 07:12:00,2024-08-21 07:11:52,2024-08-21 07:12:00,2024-08-21 07:13:04,42693,7.6855085508550856,72.61530153015302,0,QC001,WS002.01,403378,360685
CO_TFTU000080,SC004,2024-08-21 07:15:00,2024-08-21 07:14:52,2024-08-21 07:15:00,2024-08-21 07:16:04,42693,7.6855085508550856,72.61530153015302,0,QC001,WS002.01,403378,360685
CO_TFTU000195,SC004,2024-08-21 07:41:00,2024-08-21 07:40:52,2024-08-21 07:41:00,2024-08-21 07:42:04,42693,7.6855085508550856,72.61530153015302,0,QC001,WS002.01,403378,360685
CO_TFTU000220,SC004,2024-08-21 07:47:00,2024-08-21 07:46:52,2024-08-21 07:47:00,2024-08-21 07:48:04,42693,7.6855085508550856,72.61530153015302,0,QC001,WS002.01,403378,360685
CO_TFTU000271,SC004,2024-08-21 08:05:00,2024-08-21 08:04:52,2024-08-21 08:05:00,2024-08-21 08:06:04,42693,7.6855085508550856,72.61530153015302,0,QC001,WS002.01,403378,360685
CO_TFTU000173,SC004,2024-08-21 07:34:00,2024-08-21 07:33:52,2024-08-21 07:34:00,2024-08-21 07:35:13,42693,7.6855085508550856,81.61620162016202,0,QC001,WS003.01,453378,410685
CO_TFTU000234,SC004,2024-08-21 07:53:00,2024-08-21 07:52:52,2024-08-21 07:53:00,2024-08-21 07:54:13,42693,7.6855085508550856,81.61620162016202,0,QC001,WS003.01,453378,410685
CO_TFTU000282,SC004,2024-08-21 08:08:00,2024-08-21 08:07:52,2024-08-21 08:08:00,2024-08-21 08:09:13,42693,7.6855085508550856,81.61620162016202,0,QC001,WS003.01,453378,410685
CO_TFTU000081,SC004,2024-08-21 07:15:00,2024-08-21 07:14:52,2024-08-21 07:15:00,2024-08-21 07:16:22,42693,7.6855085508550856,90.61710171017101,0,QC001,WS004.01,503378,460685
CO_TFTU000001,SC004,2024-08-21 07:00:00,2024-08-21 06:59:52,2024-08-21 07:00:00,2024-08-21 07:01:31,42693,7.6855085508550856,99.61800180018002,0,QC001,WS007.01,553378,510685
CO_TFTU000213,SC004,2024-08-21 07:46:00,2024-08-21 07:45:52,2024-08-21 07:46:00,2024-08-21 07:47:40,42693,7.6855085508550856,108.61890189018902,0,QC001,WS008.01,603378,560685
CO_TFTU000022,SC004,2024-08-21 07:05:00,2024-08-21 07:04:52,2024-08-21 07:05:00,2024-08-21 07:08:01,42693,7.6855085508550856,189.62700270027003,0,QC001,WS017.01,1053378,1010685
CO_TFTU000121,SC014,2024-08-21 07:21:00,2024-08-21 07:20:52,2024-08-21 07:21:00,2024-08-21 07:21:37,42693,7.6855085508550856,45.61260126012601,0,QC003,WS001.01,253378,210685
CO_TFTU000175,SC014,2024-08-21 07:35:00,2024-08-21 07:34:52,2024-08-21 07:35:00,2024-08-21 07:35:37,42693,7.6855085508550856,45.61260126012601,0,QC003,WS001.01,253378,210685
CO_TFTU000034,SC014,2024-08-21 07:07:00,2024-08-21 07:06:52,2024-08-21 07:07:00,2024-08-21 07:07:46,42693,7.6855085508550856,54.61350135013501,0,QC003,WS002.01,303378,260685
CO_TFTU000086,SC014,2024-08-21 07:16:00,2024-08-21 07:15:52,2024-08-21 07:16:00,2024-08-21 07:16:46,42693,7.6855085508550856,54.61350135013501,0,QC003,WS002.01,303378,260685
CO_TFTU000189,SC014,2024-08-21 07:39:00,2024-08-21 07:38:52,2024-08-21 07:39:00,2024-08-21 07:39:46,42693,7.6855085508550856,54.61350135013501,0,QC003,WS002.01,303378,260685
CO_TFTU000196,SC014,2024-08-21 07:41:00,2024-08-21 07:40:52,2024-08-21 07:41:00,2024-08-21 07:41:46,42693,7.6855085508550856,54.61350135013501,0,QC003,WS002.01,303378,260685
CO_TFTU000221,SC014,2024-08-21 07:47:00,2024-08-21 07:46:52,2024-08-21 07:47:00,2024-08-21 07:47:46,42693,7.6855085508550856,54.61350135013501,0,QC003,WS002.01,303378,260685
CO_TFTU000103,SC014,2024-08-21 07:18:00,2024-08-21 07:17:52,2024-08-21 07:18:00,2024-08-21 07:18:55,42693,7.6855085508550856,63.614401440144015,0,QC003,WS003.01,353378,310685
CO_TFTU000184,SC014,2024-08-21 07:38:00,2024-08-21 07:37:52,2024-08-21 07:38:00,2024-08-21 07:38:55,42693,7.6855085508550856,63.614401440144015,0,QC003,WS003.01,353378,310685
CO_TFTU000191,SC014,2024-08-21 07:40:00,2024-08-21 07:39:52,2024-08-21 07:40:00,2024-08-21 07:40:55,42693,7.6855085508550856,63.614401440144015,0,QC003,WS003.01,353378,310685
CO_TFTU000186,SC014,2024-08-21 07:38:00,2024-08-21 07:37:52,2024-08-21 07:38:00,2024-08-21 07:38:55,42693,7.6855085508550856,63.614401440144015,0,QC003,WS003.01,353378,310685
CO_TFTU000065,SC014,2024-08-21 07:12:00,2024-08-21 07:11:52,2024-08-21 07:12:00,2024-08-21 07:13:04,42693,7.6855085508550856,72.61530153015302,0,QC003,WS004.01,403378,360685
CO_TFTU000098,SC014,2024-08-21 07:17:00,2024-08-21 07:16:52,2024-08-21 07:17:00,2024-08-21 07:18:04,42693,7.6855085508550856,72.61530153015302,0,QC003,WS004.01,403378,360685
CO_TFTU000122,SC014,2024-08-21 07:21:00,2024-08-21 07:20:52,2024-08-21 07:21:00,2024-08-21 07:22:04,42693,7.6855085508550856,72.61530153015302,0,QC003,WS004.01,403378,360685
CO_TFTU000140,SC014,2024-08-21 07:25:00,2024-08-21 07:24:52,2024-08-21 07:25:00,2024-08-21 07:26:04,42693,7.6855085508550856,72.61530153015302,0,QC003,WS004.01,403378,360685
CO_TFTU000160,SC014,2024-08-21 07:30:00,2024-08-21 07:29:52,2024-08-21 07:30:00,2024-08-21 07:31:04,42693,7.6855085508550856,72.61530153015302,0,QC003,WS004.01,403378,360685
CO_TFTU000007,SC014,2024-08-21 07:01:00,2024-08-21 07:00:52,2024-08-21 07:01:00,2024-08-21 07:02:13,42693,7.6855085508550856,81.61620162016202,0,QC003,WS007.01,453378,410685
CO_TFTU000008,SC014,2024-08-21 07:01:00,2024-08-21 07:00:52,2024-08-21 07:01:00,2024-08-21 07:02:13,42693,7.6855085508550856,81.61620162016202,0,QC003,WS007.01,453378,410685
CO_TFTU000146,SC014,2024-08-21 07:26:00,2024-08-21 07:25:52,2024-08-21 07:26:00,2024-08-21 07:27:13,42693,7.6855085508550856,81.61620162016202,0,QC003,WS007.01,453378,410685
CO_TFTU000222,SC014,2024-08-21 07:47:00,2024-08-21 07:46:52,2024-08-21 07:47:00,2024-08-21 07:48:13,42693,7.6855085508550856,81.61620162016202,0,QC003,WS007.01,453378,410685
CO_TFTU000176,SC014,2024-08-21 07:35:00,2024-08-21 07:34:52,2024-08-21 07:35:00,2024-08-21 07:36:22,42693,7.6855085508550856,90.61710171017101,0,QC003,WS008.01,503378,460685
CO_TFTU000018,SC014,2024-08-21 07:04:00,2024-08-21 07:03:52,2024-08-21 07:04:00,2024-08-21 07:05:58,42693,7.6855085508550856,126.62070207020702,0,QC003,WS012.01,703378,660685
CO_TFTU000030,SC014,2024-08-21 07:06:00,2024-08-21 07:05:52,2024-08-21 07:06:00,2024-08-21 07:07:58,42693,7.6855085508550856,126.62070207020702,0,QC003,WS012.01,703378,660685
CO_TFTU000148,SC014,2024-08-21 07:27:00,2024-08-21 07:26:52,2024-08-21 07:27:00,2024-08-21 07:29:16,42693,7.6855085508550856,144.622502250225,0,QC003,WS014.01,803378,760685
CO_TFTU000275,SC014,2024-08-21 08:06:00,2024-08-21 08:05:52,2024-08-21 08:06:00,2024-08-21 08:08:16,42693,7.6855085508550856,144.622502250225,0,QC003,WS014.01,803378,760685
CO_TFTU000023,SC014,2024-08-21 07:05:00,2024-08-21 07:04:52,2024-08-21 07:05:00,2024-08-21 07:07:25,42693,7.6855085508550856,153.62340234023404,0,QC003,WS015.01,853378,810685
CO_TFTU000076,SC014,2024-08-21 07:14:00,2024-08-21 07:13:52,2024-08-21 07:14:00,2024-08-21 07:16:25,42693,7.6855085508550856,153.62340234023404,0,QC003,WS015.01,853378,810685
CO_TFTU000185,SC014,2024-08-21 07:38:00,2024-08-21 07:37:52,2024-08-21 07:38:00,2024-08-21 07:40:25,42693,7.6855085508550856,153.62340234023404,0,QC003,WS015.01,853378,810685
CO_TFTU000077,SC014,2024-08-21 07:14:00,2024-08-21 07:13:52,2024-08-21 07:14:00,2024-08-21 07:16:43,42693,7.6855085508550856,171.62520252025203,0,QC003,WS017.01,953378,910685
CO_TFTU000202,SC014,2024-08-21 07:43:00,2024-08-21 07:42:52,2024-08-21 07:43:00,2024-08-21 07:45:43,42693,7.6855085508550856,171.62520252025203,0,QC003,WS017.01,953378,910685
CO_TFTU000063,SC014,2024-08-21 07:12:00,2024-08-21 07:11:52,2024-08-21 07:12:00,2024-08-21 07:12:29,42693,7.6855085508550856,36.973177317731775,0,QC003,YARD001.10,205386,162693
CO_TFTU000095,SC014,2024-08-21 07:17:00,2024-08-21 07:16:52,2024-08-21 07:17:00,2024-08-21 07:17:22,42693,7.6855085508550856,29.772457245724574,0,QC003,YARD001.14,165386,122693
CO_TFTU000128,SC014,2024-08-21 07:23:00,2024-08-21 07:22:52,2024-08-21 07:23:00,2024-08-21 07:23:22,42693,7.6855085508550856,29.772457245724574,0,QC003,YARD001.14,165386,122693
CO_TFTU000045,SC014,2024-08-21 07:09:00,2024-08-21 07:08:52,2024-08-21 07:09:00,2024-08-21 07:09:11,42693,7.6855085508550856,18.97137713771377,0,QC003,YARD001.20,105386,62693
CO_TFTU000262,SC014,2024-08-21 08:03:00,2024-08-21 08:02:52,2024-08-21 08:03:00,2024-08-21 08:03:11,42693,7.6855085508550856,18.964896489648964,0,QC003,YARD001.24,105350,62657
CO_TFTU000283,SC014,2024-08-21 08:08:00,2024-08-21 08:07:52,2024-08-21 08:08:00,2024-08-21 08:08:13,42693,7.6855085508550856,20.765076507650765,0,QC003,YARD001.25,115350,72657
CO_TFTU000244,SC014,2024-08-21 07:58:00,2024-08-21 07:57:52,2024-08-21 07:58:00,2024-08-21 07:58:14,42693,7.6855085508550856,22.565256525652565,0,QC003,YARD001.26,125350,82657
CO_TFTU000096,SC014,2024-08-21 07:17:00,2024-08-21 07:16:52,2024-08-21 07:17:00,2024-08-21 07:17:16,42693,7.6855085508550856,24.365436543654365,0,QC003,YARD001.27,135350,92657
CO_TFTU000139,SC014,2024-08-21 07:25:00,2024-08-21 07:24:52,2024-08-21 07:25:00,2024-08-21 07:25:16,42693,7.6855085508550856,24.365436543654365,0,QC003,YARD001.27,135350,92657
CO_TFTU000137,SC014,2024-08-21 07:25:00,2024-08-21 07:24:52,2024-08-21 07:25:00,2024-08-21 07:25:20,42693,7.6855085508550856,27.965796579657965,0,QC003,YARD001.29,155350,112657
CO_TFTU000132,SC014,2024-08-21 07:24:00,2024-08-21 07:23:52,2024-08-21 07:24:00,2024-08-21 07:24:23,42693,7.6855085508550856,31.566156615661566,0,QC003,YARD001.31,175350,132657
CO_TFTU000252,SC014,2024-08-21 08:00:00,2024-08-21 07:59:52,2024-08-21 08:00:00,2024-08-21 08:00:23,42693,7.6855085508550856,31.566156615661566,0,QC003,YARD001.31,175350,132657
CO_TFTU000006,SC014,2024-08-21 07:01:00,2024-08-21 07:00:52,2024-08-21 07:01:00,2024-08-21 07:01:32,42693,7.6855085508550856,40.567056705670566,0,QC003,YARD001.36,225350,182657
CO_TFTU000020,SC014,2024-08-21 07:04:00,2024-08-21 07:03:52,2024-08-21 07:04:00,2024-08-21 07:04:32,42693,7.6855085508550856,40.567056705670566,0,QC003,YARD001.36,225350,182657
CO_TFTU000046,SC014,2024-08-21 07:09:00,2024-08-21 07:08:52,2024-08-21 07:09:00,2024-08-21 07:09:32,42693,7.6855085508550856,40.567056705670566,0,QC003,YARD001.36,225350,182657
CO_TFTU000138,SC014,2024-08-21 07:25:00,2024-08-21 07:24:52,2024-08-21 07:25:00,2024-08-21 07:25:36,42693,7.6855085508550856,44.16741674167417,0,QC003,YARD001.38,245350,202657
CO_TFTU000064,SC014,2024-08-21 07:12:00,2024-08-21 07:11:52,2024-08-21 07:12:00,2024-08-21 07:12:49,42693,7.6855085508550856,56.76867686768677,0,QC003,YARD001.45,315350,272657
CO_TFTU000165,SC014,2024-08-21 07:31:00,2024-08-21 07:30:52,2024-08-21 07:31:00,2024-08-21 07:31:54,42693,7.6855085508550856,62.16921692169217,0,QC003,YARD001.48,345350,302657
CO_TFTU000019,SC014,2024-08-21 07:04:00,2024-08-21 07:03:52,2024-08-21 07:04:00,2024-08-21 07:05:07,42693,7.6855085508550856,74.77047704770477,0,QC003,YARD001.55,415350,372657
CO_TFTU000166,SC014,2024-08-21 07:31:00,2024-08-21 07:30:52,2024-08-21 07:31:00,2024-08-21 07:32:10,42693,7.6855085508550856,78.37083708370837,0,QC003,YARD001.57,435350,392657
CO_TFTU000005,SC014,2024-08-21 07:01:00,2024-08-21 07:00:52,2024-08-21 07:01:00,2024-08-21 07:02:14,42693,7.6855085508550856,81.97119711971197,0,QC003,YARD001.59,455350,412657
CO_TFTU000097,SC014,2024-08-21 07:17:00,2024-08-21 07:16:52,2024-08-21 07:17:00,2024-08-21 07:18:19,42693,7.6855085508550856,87.37173717371738,0,QC003,YARD001.62,485350,442657
CO_TFTU000067,SC020,2024-08-21 07:12:00,2024-08-21 07:11:27,2024-08-21 07:12:00,2024-08-21 07:12:24,182193,32.798019801980196,57.34221422142214,0,QC005,WS001.01,318536,136343
CO_TFTU000156,SC020,2024-08-21 07:28:00,2024-08-21 07:27:09,2024-08-21 07:28:00,2024-08-21 07:28:42,282637,50.87974797479748,93.50567056705671,0,QC006,WS001.01,519424,236787
CO_TFTU000211,SC020,2024-08-21 07:45:00,2024-08-21 07:44:27,2024-08-21 07:45:00,2024-08-21 07:45:24,182193,32.798019801980196,57.34221422142214,0,QC005,WS001.01,318536,136343
CO_TFTU000235,SC020,2024-08-21 07:53:00,2024-08-21 07:52:27,2024-08-21 07:53:00,2024-08-21 07:53:24,182193,32.798019801980196,57.34221422142214,0,QC005,WS001.01,318536,136343
CO_TFTU000239,SC020,2024-08-21 07:55:00,2024-08-21 07:54:27,2024-08-21 07:55:00,2024-08-21 07:55:24,182193,32.798019801980196,57.34221422142214,0,QC005,WS001.01,318536,136343
CO_TFTU000253,SC020,2024-08-21 08:01:00,2024-08-21 08:00:27,2024-08-21 08:01:00,2024-08-21 08:01:24,182193,32.798019801980196,57.34221422142214,0,QC005,WS001.01,318536,136343
CO_TFTU000264,SC020,2024-08-21 08:04:00,2024-08-21 08:03:27,2024-08-21 08:04:00,2024-08-21 08:04:24,182193,32.798019801980196,57.34221422142214,0,QC005,WS001.01,318536,136343
CO_TFTU000125,SC020,2024-08-21 07:21:00,2024-08-21 07:20:27,2024-08-21 07:21:00,2024-08-21 07:21:24,182193,32.798019801980196,57.34221422142214,0,QC005,WS001.01,318536,136343
CO_TFTU000069,SC020,2024-08-21 07:12:00,2024-08-21 07:11:09,2024-08-21 07:12:00,2024-08-21 07:12:51,282637,50.87974797479748,102.50657065706571,0,QC006,WS002.01,569424,286787
CO_TFTU000071,SC020,2024-08-21 07:13:00,2024-08-21 07:12:27,2024-08-21 07:13:00,2024-08-21 07:13:33,182193,32.798019801980196,66.34311431143114,0,QC005,WS002.01,368536,186343
CO_TFTU000107,SC020,2024-08-21 07:18:00,2024-08-21 07:17:09,2024-08-21 07:18:00,2024-08-21 07:18:51,282637,50.87974797479748,102.50657065706571,0,QC006,WS002.01,569424,286787
